SHEET: Payment
Shape: 1000 rows x 7 columns

                       0      1       2              3                  4                  5        6
960                  NaN    NaN     NaN            NaN                NaN                NaN        0
961                  NaN    NaN     NaN            NaN                NaN                NaN        0
962                  NaN    NaN     NaN            NaN                NaN                NaN        0
963                  NaN    NaN     NaN            NaN                NaN                NaN        0
964                  NaN    NaN     NaN            NaN                NaN                NaN        0
965                  NaN    NaN     NaN            NaN                NaN                NaN        0
966                  NaN    NaN     NaN            NaN                NaN                NaN        0
967                  NaN    NaN     NaN            NaN                NaN                NaN        0
968                  NaN    NaN     NaN            NaN                NaN                NaN        0
969                  NaN    NaN     NaN            NaN                NaN                NaN        0
970                  NaN    NaN     NaN            NaN                NaN                NaN        0
971                  NaN    NaN     NaN            NaN                NaN                NaN        0
972                  NaN    NaN     NaN            NaN                NaN                NaN        0
973                  NaN    NaN     NaN            NaN                NaN                NaN        0
974                  NaN    NaN     NaN            NaN                NaN                NaN        0
975                  NaN    NaN     NaN            NaN                NaN                NaN        0
976                  NaN    NaN     NaN            NaN                NaN                NaN        0
977                  NaN    NaN     NaN            NaN                NaN                NaN        0
978                  NaN    NaN     NaN            NaN                NaN                NaN        0
979                  NaN    NaN     NaN            NaN                NaN                NaN        0
980                  NaN    NaN     NaN            NaN                NaN                NaN        0
981                  NaN    NaN     NaN            NaN                NaN                NaN        0
982                  NaN    NaN     NaN            NaN                NaN                NaN        0
983                  NaN    NaN     NaN            NaN                NaN                NaN        0
984                  NaN    NaN     NaN            NaN                NaN                NaN        0
985                  NaN    NaN     NaN            NaN                NaN                NaN        0
986                  NaN    NaN     NaN            NaN                NaN                NaN        0
987                  NaN    NaN     NaN            NaN                NaN                NaN        0
988                  NaN    NaN     NaN            NaN                NaN                NaN        0
989                  NaN    NaN     NaN            NaN                NaN                NaN        0
990                  NaN    NaN     NaN            NaN                NaN                NaN        0
991                  NaN    NaN     NaN            NaN                NaN                NaN        0
992                  NaN    NaN     NaN            NaN                NaN                NaN        0
993                  NaN    NaN     NaN            NaN                NaN                NaN        0
994                  NaN    NaN     NaN            NaN                NaN                NaN        0
995                  NaN    NaN     NaN            NaN                NaN                NaN        0
996                  NaN    NaN     NaN            NaN                NaN                NaN        0
997                  NaN    NaN     NaN            NaN                NaN                NaN        0
998                  NaN    NaN     NaN            NaN                NaN                NaN        0
999                  NaN    NaN     NaN            NaN                NaN                NaN        0
