SHEET: Utang Business
Shape: 1000 rows x 12 columns

                               0                    1               2              3                 4                        5                        6           7                    8                    9                           10                                11
553                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
554                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
555                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
556                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
557                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
558                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
559                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
560                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
561                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
562                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
563                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
564                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
565                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
566                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
567                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
568                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
569                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
570                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
571                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
572                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
573                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
574                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
575                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
576                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
577                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
578                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
579                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
580                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
581                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
582                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
583                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
584                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
585                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
586                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
587                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
588                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
589                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
590                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
591                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
592                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
593                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
594                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
595                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
596                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
597                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
598                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
599                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
600                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
601                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
602                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
603                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
604                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
605                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
606                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
607                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
608                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
609                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
610                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
611                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
612                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
613                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
614                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
615                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
616                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
617                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
618                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
619                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
620                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
621                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
622                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
623                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
624                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
625                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
626                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
627                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
628                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
629                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
630                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
631                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
632                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
633                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
634                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
635                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
636                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
637                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
638                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
639                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
640                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
641                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
642                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
643                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
644                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
645                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
646                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
647                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
648                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
649                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
650                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
651                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
652                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
653                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
654                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
655                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
656                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
657                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
658                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
659                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
660                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
661                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
662                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
663                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
664                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
665                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
666                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
667                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
668                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
669                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
670                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
671                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
672                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
673                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
674                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
675                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
676                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
677                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
678                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
679                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
680                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
681                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
682                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
683                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
684                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
685                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
686                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
687                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
688                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
689                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
690                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
691                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
692                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
693                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
694                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
695                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
696                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
697                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
698                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
699                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
700                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
701                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
702                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
703                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
704                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
705                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
706                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
707                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
708                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
709                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
710                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
711                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
712                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
713                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
714                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
715                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
716                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
717                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
718                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
719                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
